date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
1/1/1979,,,,,,,,,,
1/2/1979,,,,,,,,,,
1/3/1979,-8.9,-13,-7,,,258,16.4,,,
1/4/1979,,,,,,,,,,
1/5/1979,-14.2,-17,-9,,,125,4.8,,,
1/6/1979,-12,-16,-8,,,,2.3,,,
1/7/1979,,,,,,,,,,
1/8/1979,,,,,,,,,,
1/9/1979,1.5,-1,3,,,,8.7,,,
1/10/1979,-0.1,-3,2,,,198,11.5,,,
1/11/1979,,,,,,,,,,
1/12/1979,,,,,,,,,,
1/13/1979,,,,,,,,,,
1/14/1979,-3.3,-4,-2,,,263,17.5,,,
1/15/1979,,,,,,,,,,
1/16/1979,-6.3,-7,-5,,,277,8.8,,,
1/17/1979,-8,-11,-6,,,135,9.1,,,
1/18/1979,-10.4,-15,-8,,,,,,,
1/19/1979,,,,,,,,,,
1/20/1979,,,,,,,,,,
1/21/1979,-4.4,-5,-3,,,,3.3,,,
1/22/1979,,,,,,,,,,
1/23/1979,,,,,,,,,,
1/24/1979,1.3,-2,4,,,253,10.5,,,
1/25/1979,,,,,,,,,,
1/26/1979,-3.8,-12,2,,,,5.3,,,
1/27/1979,0.2,-2,3,,,,6.4,,,
1/28/1979,0.4,-2,2,,,,5.8,,,
1/29/1979,-0.7,-5,1,,,,4.6,,,
1/30/1979,-0.3,-5,3,,,207,11.2,,,
1/31/1979,,,,,,,,,,
2/1/1979,-2.2,-7,0,,,172,14.8,,,
2/2/1979,,,,,,,,,,
2/3/1979,1.9,0,4,,,,4.1,,,
2/4/1979,0.5,0,2,,,,6.3,,,
2/5/1979,3.3,0,7,,,,9.4,,,
2/6/1979,-0.8,-2,0,,,358,6,,,
2/7/1979,-1,-3,3,,,119,11,,,
2/8/1979,,,,,,,,,,
2/9/1979,-1.1,-3,1,,,,7.4,,,
2/10/1979,0,-1,1,,,58,10.1,,,
2/11/1979,-1.6,-3,0,,,84,16,,,
2/12/1979,2.3,-2,8,,,,4.7,,,
2/13/1979,,,,,,,,,,
2/14/1979,4.3,0,11,,,,,,,
2/15/1979,1.8,0,6,,,,7,,,
2/16/1979,1.5,1,2,,,72,15.1,,,
2/17/1979,3,2,5,,,210,12.8,,,
2/18/1979,,,,,,,,,,
2/19/1979,,,,,,,,,,
2/20/1979,0.3,-3,3,,,57,9.1,,,
2/21/1979,,,,,,,,,,
2/22/1979,-0.3,-4,2,,,,4,,,
2/23/1979,,,,,,,,,,
2/24/1979,-0.9,-3,1,,,,5.1,,,
2/25/1979,-2.6,-4,-1,,,318,8.1,,,
2/26/1979,-3,-6,-1,,,,4.9,,,
2/27/1979,,,,,,,,,,
2/28/1979,-3.6,-9,3,,,121,6.8,,,
3/1/1979,0.9,-3,4,,,,8.5,,,
3/2/1979,1.9,-3,7,,,225,10.3,,,
3/3/1979,3.9,-3,13,,,,6.5,,,
3/4/1979,5.8,-1,13,,,234,9.9,,,
3/5/1979,,,,,,,,,,
3/6/1979,4.3,3,6,,,106,8.3,,,
3/7/1979,4.6,1,9,,,229,10,,,
3/8/1979,2.4,-1,6,,,,15.3,,,
3/9/1979,,,,,,,,,,
3/10/1979,,,,,,,,,,
3/11/1979,,,,,,,,,,
3/12/1979,,,,,,,,,,
3/13/1979,9.6,5,14,,,268,13.5,,,
3/14/1979,,,,,,,,,,
3/15/1979,11.1,5,19,,,126,12.9,,,
3/16/1979,,,,,,,,,,
3/17/1979,,,,,,,,,,
3/18/1979,5.7,-1,11,,,130,14.3,,,
3/19/1979,,,,,,,,,,
3/20/1979,,,,,,,,,,
3/21/1979,6.2,0,12,,,218,12.1,,,
3/22/1979,,,,,,,,,,
3/23/1979,2.7,-1,5,,,216,14.1,,,
3/24/1979,,,,,,,,,,
3/25/1979,,,,,,,,,,
3/26/1979,10.2,6,16,,,210,12.6,,,
3/27/1979,,,,,,,,,,
3/28/1979,,,,,,,,,,
3/29/1979,,,,,,,,,,
3/30/1979,1.7,0,3,,,258,33.3,,,
3/31/1979,2.1,1,3,,,264,17.4,,,
4/1/1979,3.5,1,6,,,250,12,,,
4/2/1979,5,2,10,,,227,12.5,,,
4/3/1979,3.7,-1,8,,,197,11.1,,,
4/4/1979,,,,,,,,,,
4/5/1979,,,,,,,,,,
4/6/1979,0.5,0,3,,,287,12.4,,,
4/7/1979,0.8,0,1,,,275,13.6,,,
4/8/1979,,,,,,,,,,
4/9/1979,2.3,-4,10,,,81,10.9,,,
4/10/1979,,,,,,,,,,
4/11/1979,8,-1,16,,,,9.6,,,
4/12/1979,8.1,6,9,,,230,13.5,,,
4/13/1979,9.6,6,15,,,,7.8,,,
4/14/1979,9.9,2,18,,,168,8.3,,,
4/15/1979,11,5,18,,,,7,,,
4/16/1979,11.3,3,19,,,,8.8,,,
4/17/1979,,,,,,,,,,
4/18/1979,1.3,0,3,,,,10.2,,,
4/19/1979,2.7,-1,5,,,63,7.7,,,
4/20/1979,,,,,,,,,,
4/21/1979,,,,,,,,,,
4/22/1979,7,0,12,,,224,11.3,,,
4/23/1979,9,4,12,,,223,13.7,,,
4/24/1979,,,,,,,,,,
4/25/1979,,,,,,,,,,
4/26/1979,,,,,,,,,,
4/27/1979,,,,,,,,,,
4/28/1979,4.4,3,5,,,275,10,,,
4/29/1979,5.4,0,11,,,,5.8,,,
4/30/1979,,,,,,,,,,
5/1/1979,,,,,,,,,,
5/2/1979,,,,,,,,,,
5/3/1979,1.5,0,4,,,240,16.5,,,
5/4/1979,,,,,,,,,,
5/5/1979,,,,,,,,,,
5/6/1979,4.8,-1,9,,,,7.7,,,
5/7/1979,6,0,11,,,,7.5,,,
5/8/1979,,,,,,,,,,
5/9/1979,10,1,17,,,,5.2,,,
5/10/1979,11.5,4,18,,,253,11.8,,,
5/11/1979,11.3,6,16,,,235,14.3,,,
5/12/1979,10.8,9,14,,,269,13.4,,,
5/13/1979,10.7,8,14,,,,5,,,
5/14/1979,11,4,17,,,,9.3,,,
5/15/1979,13.5,5,21,,,,9.5,,,
5/16/1979,16.4,6,24,,,,5.7,,,
5/17/1979,17.3,10,23,,,188,9.1,,,
5/18/1979,17.9,12,25,,,99,12.4,,,
5/19/1979,16,11,23,,,,6.8,,,
5/20/1979,,,,,,,,,,
5/21/1979,10.9,6,15,,,,12.2,,,
5/22/1979,15,5,24,,,,6.5,,,
5/23/1979,17.7,9,25,,,,,,,
5/24/1979,16.8,9,26,,,,14.7,,,
5/25/1979,12,7,18,,,,10.6,,,
5/26/1979,16,7,24,,,,10,,,
5/27/1979,16.5,10,23,,,224,11.3,,,
5/28/1979,,,,,,,,,,
5/29/1979,,,,,,,,,,
5/30/1979,19.5,11,27,,,65,9.7,,,
5/31/1979,20,11,27,,,,6.4,,,
6/1/1979,,,,,,,,,,
6/2/1979,20.8,12,29,,,,14.4,,,
6/3/1979,21.1,12,28,,,,6.5,,,
6/4/1979,20.9,13,28,,,,11.5,,,
6/5/1979,,,,,,,,,,
6/6/1979,,,,,,,,,,
6/7/1979,,,,,,,,,,
6/8/1979,,,,,,,,,,
6/9/1979,16,7,23,,,,5.3,,,
6/10/1979,19.2,11,26,,,,7.5,,,
6/11/1979,,,,,,,,,,
6/12/1979,19.8,13,26,,,,,,,
6/13/1979,,,,,,,,,,
6/14/1979,,,,,,,,,,
6/15/1979,,,,,,,,,,
6/16/1979,,,,,,,,,,
6/17/1979,,,,,,,,,,
6/18/1979,8.9,8,9,,,282,9.7,,,
6/19/1979,,,,,,,,,,
6/20/1979,12.5,10,16,,,212,10.1,,,
6/21/1979,,,,,,,,,,
6/22/1979,,,,,,,,,,
6/23/1979,17,14,22,,,,9.5,,,
6/24/1979,,,,,,,,,,
6/25/1979,,,,,,,,,,
6/26/1979,19.6,13,25,,,,5.5,,,
6/27/1979,,,,,,,,,,
6/28/1979,17.9,15,21,,,,9.3,,,
6/29/1979,18.1,12,24,,,,5.5,,,
6/30/1979,16.3,14,19,,,301,10.3,,,
7/1/1979,13.1,11,15,,,,5.9,,,
7/2/1979,,,,,,,,,,
7/3/1979,9.9,9,11,,,,6.8,,,
7/4/1979,,,,,,,,,,
7/5/1979,,,,,,,,,,
7/6/1979,16.1,8,21,,,263,11.2,,,
7/7/1979,16.8,14,20,,,252,13.8,,,
7/8/1979,14.3,10,17,,,254,21.4,,,
7/9/1979,13.5,10,16,,,233,16.1,,,
7/10/1979,14.5,12,17,,,304,9.5,,,
7/11/1979,,,,,,,,,,
7/12/1979,16.1,13,21,,,,7.9,,,
7/13/1979,16.6,15,21,,,247,11.3,,,
7/14/1979,15.6,14,18,,,242,20.4,,,
7/15/1979,16.9,10,22,,,261,6.6,,,
7/16/1979,16.1,13,20,,,290,8.2,,,
7/17/1979,13.7,11,16,,,253,12.7,,,
7/18/1979,19,12,26,,,,9.5,,,
7/19/1979,20.2,15,26,,,246,14.1,,,
7/20/1979,18.9,15,24,,,282,8.5,,,
7/21/1979,17.2,13,23,,,,8.9,,,
7/22/1979,14.5,10,17,,,257,13.4,,,
7/23/1979,,,,,,,,,,
7/24/1979,14.1,12,17,,,,8.8,,,
7/25/1979,17.1,10,23,,,,6.6,,,
7/26/1979,18.3,12,24,,,,6.8,,,
7/27/1979,19.5,13,25,,,,7.7,,,
7/28/1979,19,14,25,,,217,8.6,,,
7/29/1979,22.4,16,29,,,,10.2,,,
7/30/1979,20.7,16,25,,,242,17.2,,,
7/31/1979,18.7,15,22,,,,8.4,,,
8/1/1979,18.7,16,22,,,,7.9,,,
8/2/1979,,,,,,,,,,
8/3/1979,,,,,,,,,,
8/4/1979,15,12,18,,,,7.6,,,
8/5/1979,16.6,10,23,,,,9.1,,,
8/6/1979,19.2,11,26,,,134,8.9,,,
8/7/1979,20.8,14,27,,,245,7.8,,,
8/8/1979,18.6,16,23,,,219,11.1,,,
8/9/1979,16.1,13,20,,,,8.4,,,
8/10/1979,13.8,11,15,,,248,27.6,,,
8/11/1979,13,11,16,,,,9.4,,,
8/12/1979,13.5,11,17,,,,7.2,,,
8/13/1979,16.2,12,21,,,,5.6,,,
8/14/1979,18.2,10,25,,,,7.4,,,
8/15/1979,20.4,12,28,,,100,9,,,
8/16/1979,16.7,13,22,,,261,15.9,,,
8/17/1979,14.9,13,18,,,209,5.4,,,
8/18/1979,14.6,12,19,,,,6.9,,,
8/19/1979,,,,,,,,,,
8/20/1979,,,,,,,,,,
8/21/1979,15.8,11,21,,,,6.1,,,
8/22/1979,17.2,12,23,,,244,5.9,,,
8/23/1979,16.5,14,22,,,71,10.5,,,
8/24/1979,11.9,9,14,,,198,13.5,,,
8/25/1979,10.9,8,14,,,247,16.9,,,
8/26/1979,9.9,8,11,,,,6.1,,,
8/27/1979,11.5,7,16,,,253,12.7,,,
8/28/1979,11.6,9,15,,,303,7.9,,,
8/29/1979,11.7,6,17,,,,6.5,,,
8/30/1979,13.1,6,20,,,,11.3,,,
8/31/1979,15,7,23,,,,4,,,
9/1/1979,17.4,10,24,,,,4.4,,,
9/2/1979,19.2,12,26,,,,7.7,,,
9/3/1979,15.6,14,18,,,225,12.1,,,
9/4/1979,13.8,11,17,,,280,15.5,,,
9/5/1979,13.3,8,18,,,83,8.5,,,
9/6/1979,14.2,7,21,,,,6.9,,,
9/7/1979,16.8,11,23,,,,7.7,,,
9/8/1979,16.8,0,24,,,,4.4,,,
9/9/1979,18,12,25,,,,6.5,,,
9/10/1979,16.5,13,20,,,,7.5,,,
9/11/1979,15.8,12,20,,,,4.2,,,
9/12/1979,16.6,11,22,,,,5.5,,,
9/13/1979,18,11,25,,,,6.5,,,
9/14/1979,16.3,13,20,,,,8.5,,,
9/15/1979,12.1,10,14,,,298,13.7,,,
9/16/1979,9.1,5,14,,,,8,,,
9/17/1979,12.3,1,23,,,,8.7,,,
9/18/1979,,,,,,,,,,
9/19/1979,17,10,25,,,,7.3,,,
9/20/1979,17.6,11,25,,,,8.6,,,
9/21/1979,12.3,8,15,,,256,10.9,,,
9/22/1979,7.2,6,8,,,291,10,,,
9/23/1979,7.3,7,8,,,317,5.9,,,
9/24/1979,7,6,8,,,302,8.7,,,
9/25/1979,7.1,5,9,,,213,9.5,,,
9/26/1979,7.7,2,14,,,,5.7,,,
9/27/1979,,,,,,,,,,
9/28/1979,,,,,,,,,,
9/29/1979,11.5,8,15,,,,11.1,,,
9/30/1979,10.6,6,16,,,80,9.8,,,
10/1/1979,10,4,15,,,,5.2,,,
10/2/1979,,,,,,,,,,
10/3/1979,6.8,0,15,,,,5.4,,,
10/4/1979,11.1,5,20,,,103,6.4,,,
10/5/1979,10.7,6,14,,,,5.5,,,
10/6/1979,8.8,7,10,,,70,11.6,,,
10/7/1979,11.1,8,16,,,,6.7,,,
10/8/1979,13,8,19,,,,6.6,,,
10/9/1979,12,5,20,,,,5.8,,,
10/10/1979,12,5,21,,,,8.9,,,
10/11/1979,12.8,6,21,,,,5.5,,,
10/12/1979,13.7,9,19,,,55,9,,,
10/13/1979,11.6,8,18,,,,7.3,,,
10/14/1979,12,8,17,,,,7.4,,,
10/15/1979,13.4,8,17,,,,10.9,,,
10/16/1979,10.9,4,17,,,,5,,,
10/17/1979,11.4,10,12,,,277,8.8,,,
10/18/1979,10.1,8,12,,,,14.2,,,
10/19/1979,7.4,1,12,,,270,10.9,,,
10/20/1979,6.6,-1,15,,,,4.5,,,
10/21/1979,6.3,1,12,,,,3.5,,,
10/22/1979,6.8,4,8,,,46,10.7,,,
10/23/1979,,,,,,,,,,
10/24/1979,2.4,-2,9,,,74,8.8,,,
10/25/1979,1.7,-3,9,,,80,8.8,,,
10/26/1979,2.5,-4,10,,,,10.4,,,
10/27/1979,3.3,-2,9,,,71,8.3,,,
10/28/1979,3.6,-1,8,,,,3.2,,,
10/29/1979,5.5,1,8,,,,6.1,,,
10/30/1979,,,,,,,,,,
10/31/1979,4.6,0,9,,,,4.4,,,
11/1/1979,5.8,0,9,,,222,15.5,,,
11/2/1979,6.4,4,10,,,259,8.4,,,
11/3/1979,3.2,-2,6,,,,7.6,,,
11/4/1979,1.3,-4,7,,,,7.1,,,
11/5/1979,,,,,,,,,,
11/6/1979,5.4,3,8,,,241,24.5,,,
11/7/1979,4.2,0,6,,,227,16,,,
11/8/1979,,,,,,,,,,
11/9/1979,7.1,5,12,,,,16.3,,,
11/10/1979,3.3,2,5,,,231,12.7,,,
11/11/1979,0.9,-3,2,,,310,11.3,,,
11/12/1979,,,,,,,,,,
11/13/1979,3.5,0,6,,,181,13,,,
11/14/1979,,,,,,,,,,
11/15/1979,2.9,2,4,,,219,15,,,
11/16/1979,1.4,-1,4,,,253,12.5,,,
11/17/1979,0.6,0,2,,,335,5.5,,,
11/18/1979,0.9,0,2,,,,5.1,,,
11/19/1979,0.8,-1,2,,,268,9.7,,,
11/20/1979,0.3,0,1,,,287,7.6,,,
11/21/1979,0.2,0,1,,,304,7,,,
11/22/1979,0.4,0,1,,,35,6.4,,,
11/23/1979,,,,,,,,,,
11/24/1979,-0.5,-1,0,,,238,10.7,,,
11/25/1979,0,-3,2,,,159,6.7,,,
11/26/1979,1.3,-4,7,,,198,11.7,,,
11/27/1979,,,,,,,,,,
11/28/1979,,,,,,,,,,
11/29/1979,,,,,,,,,,
11/30/1979,4.1,-2,14,,,,7.2,,,
12/1/1979,9.8,8,13,,,246,26.3,,,
12/2/1979,6.5,1,11,,,224,12,,,
12/3/1979,6,1,15,,,192,9.1,,,
12/4/1979,7.5,4,14,,,200,7.8,,,
12/5/1979,8.8,2,15,,,219,14.9,,,
12/6/1979,13,11,15,,,251,25.9,,,
12/7/1979,10.2,6,14,,,,9.7,,,
12/8/1979,7.5,3,11,,,222,10.9,,,
12/9/1979,,,,,,,,,,
12/10/1979,11.3,7,14,,,,,,,
12/11/1979,,,,,,,,,,
12/12/1979,1.6,-1,6,,,,22.3,,,
12/13/1979,1.1,-1,3,,,151,8.8,,,
12/14/1979,4,1,7,,,190,18.7,,,
12/15/1979,5.1,0,11,,,216,23.3,,,
12/16/1979,2.9,0,4,,,247,35,,,
12/17/1979,4.8,-2,11,,,218,25.3,,,
12/18/1979,,,,,,,,,,
12/19/1979,,,,,,,,,,
12/20/1979,-1,-3,0,,,,8.2,,,
12/21/1979,,,,,,,,,,
12/22/1979,2.8,-2,8,,,92,16.4,,,
12/23/1979,0.3,-3,3,,,244,10.5,,,
12/24/1979,-1.3,-6,4,,,157,4.9,,,
12/25/1979,0.5,0,3,,,116,5.7,,,
12/26/1979,,,,,,,,,,
12/27/1979,0.3,-2,3,,,,6.4,,,
12/28/1979,-1,-7,4,,,,11.3,,,
12/29/1979,2.1,0,5,,,219,19.9,,,
12/30/1979,-0.1,-4,1,,,239,20.1,,,
12/31/1979,-1.8,-6,0,,,250,18.1,,,
1/1/1980,-1.9,-4,0,,,257,23.5,,,
1/2/1980,-3.8,-6,-2,,,261,17.5,,,
1/3/1980,,,,,,,,,,
1/4/1980,,,,,,,,,,
1/5/1980,2.3,-1,4,,,225,11.9,,,
1/6/1980,0.9,-1,2,,,225,9.9,,,
1/7/1980,,,,,,,,,,
1/8/1980,,,,,,,,,,
1/9/1980,-2.7,-4,-1,,,110,9.4,,,
1/10/1980,-4.1,-5,5,,,84,9.9,,,
1/11/1980,,,,,,,,,,
1/12/1980,-7.5,-10,9,,,61,13.5,,,
1/13/1980,-9.5,-13,-4,,,,6.2,,,
1/14/1980,,,,,,,,,,
1/15/1980,-10.4,-14,-6,,,55,7,,,
1/16/1980,-8.9,-11,-6,,,25,8.4,,,
1/17/1980,-4.9,-6,-4,,,77,15.9,,,
1/18/1980,-6.5,-9,-5,,,,4.6,,,
1/19/1980,,,,,,,,,,
1/20/1980,-5.8,-8,-3,,,,4.6,,,
1/21/1980,,,,,,,,,,
1/22/1980,-1.1,-4,2,,,,9.2,,,
1/23/1980,2.2,0,5,,,211,16.3,,,
1/24/1980,1,0,3,,,,8.4,,,
1/25/1980,1.3,0,3,,,268,11.5,,,
1/26/1980,,,,,,,,,,
1/27/1980,-1.8,-3,-1,,,271,17.6,,,
1/28/1980,,,,,,,,,,
1/29/1980,-0.5,-4,2,,,,4.8,,,
1/30/1980,3.8,-1,9,,,225,15.1,,,
1/31/1980,5.8,3,9,,,,12,,,
2/1/1980,3.5,0,6,,,255,25.1,,,
2/2/1980,1.9,-3,5,,,,12.4,,,
2/3/1980,3.9,2,5,,,233,28.3,,,
2/4/1980,4.9,2,7,,,256,24,,,
2/5/1980,6.2,3,10,,,231,24.5,,,
2/6/1980,5.6,2,8,,,223,25.1,,,
2/7/1980,,,,,,,,,,
2/8/1980,5.2,0,9,,,,11.4,,,
2/9/1980,4.5,0,11,,,,5.3,,,
2/10/1980,5.2,0,10,,,248,9,,,
2/11/1980,4.1,1,6,,,257,11.9,,,
2/12/1980,,,,,,,,,,
2/13/1980,,,,,,,,,,
2/14/1980,1.2,0,4,,,,4.4,,,
2/15/1980,2.4,-1,8,,,,5.9,,,
2/16/1980,3.6,1,5,,,,9.8,,,
2/17/1980,3.6,1,5,,,304,7.3,,,
2/18/1980,0.8,-2,4,,,,5.9,,,
2/19/1980,-0.9,-3,3,,,90,13.9,,,
2/20/1980,0.3,-5,7,,,,8.6,,,
2/21/1980,0.6,-4,7,,,,4.8,,,
2/22/1980,0.4,-5,7,,,,4.9,,,
2/23/1980,1.5,-5,9,,,107,6.5,,,
2/24/1980,,,,,,,,,,
2/25/1980,1.6,-4,9,,,,3.5,,,
2/26/1980,0.6,-4,8,,,,5.4,,,
2/27/1980,0.2,-5,7,,,,4.6,,,
2/28/1980,-2,-3,1,,,287,9.8,,,
2/29/1980,,,,,,,,,,
3/1/1980,,,,,,,,,,
3/2/1980,3.5,0,7,,,,7.5,,,
3/3/1980,0,-5,3,,,289,16.6,,,
3/4/1980,-1.3,-5,3,,,269,13.7,,,
3/5/1980,0.2,-6,7,,,126,10.3,,,
3/6/1980,3.8,-2,9,,,177,8.4,,,
3/7/1980,,,,,,,,,,
3/8/1980,3.1,0,8,,,,6.6,,,
3/9/1980,3.3,1,6,,,266,13.8,,,
3/10/1980,3.1,1,5,,,258,8.4,,,
3/11/1980,,,,,,,,,,
3/12/1980,,,,,,,,,,
3/13/1980,3.4,0,9,,,122,10.6,,,
3/14/1980,5.3,0,14,,,84,14,,,
3/15/1980,4.2,-1,11,,,,7.8,,,
3/16/1980,2.2,-2,6,,,,3.4,,,
3/17/1980,,,,,,,,,,
3/18/1980,4.4,-2,12,,,,4.4,,,
3/19/1980,4.8,-1,12,,,71,9.1,,,
3/20/1980,-0.4,-2,1,,,61,15.9,,,
3/21/1980,-0.5,-3,3,,,,,,,
3/22/1980,2.7,-1,9,,,74,11.4,,,
3/23/1980,0.6,-1,3,,,75,9.6,,,
3/24/1980,2.5,0,5,,,,5.1,,,
3/25/1980,5,0,12,,,,6.3,,,
3/26/1980,5.2,2,8,,,,9.6,,,
3/27/1980,7.8,3,11,,,207,15.2,,,
3/28/1980,12.8,9,18,,,240,21.1,,,
3/29/1980,10.9,7,13,,,254,21.9,,,
3/30/1980,4.5,2,6,,,250,24.7,,,
3/31/1980,6.1,2,11,,,229,10.6,,,
4/1/1980,10,6,12,,,232,20.5,,,
4/2/1980,8.2,2,12,,,261,25,,,
4/3/1980,2.5,0,4,,,281,19.4,,,
4/4/1980,,,,,,,,,,
4/5/1980,-0.3,-1,1,,,,7.6,,,
4/6/1980,,,,,,,,,,
4/7/1980,2.6,0,5,,,,5.7,,,
4/8/1980,2.1,1,3,,,242,17.6,,,
4/9/1980,,,,,,,,,,
4/10/1980,1.9,0,3,,,253,17,,,
4/11/1980,3.9,2,7,,,,8.4,,,
4/12/1980,4.8,-1,12,,,95,13.2,,,
4/13/1980,6.8,-1,15,,,,8.3,,,
4/14/1980,8.7,-1,17,,,,7.9,,,
4/15/1980,10.4,1,19,,,,7.5,,,
4/16/1980,10.4,2,18,,,97,7.7,,,
4/17/1980,10.9,2,19,,,295,6.8,,,
4/18/1980,11.2,8,14,,,257,18.5,,,
4/19/1980,6.4,3,9,,,258,26.1,,,
4/20/1980,2.5,1,5,,,272,18.2,,,
4/21/1980,2.2,0,5,,,318,12,,,
4/22/1980,2.7,0,6,,,295,13.2,,,
4/23/1980,0.8,0,2,,,281,15.6,,,
4/24/1980,0.9,0,2,,,259,21.2,,,
4/25/1980,1.7,1,3,,,266,16.1,,,
4/26/1980,2.1,0,4,,,,10.7,,,
4/27/1980,3.1,1,6,,,228,6.8,,,
4/28/1980,5.7,1,10,,,,6.2,,,
4/29/1980,7.3,1,13,,,,10.1,,,
4/30/1980,8.6,0,16,,,,9.7,,,
5/1/1980,10.5,3,18,,,,15.2,,,
5/2/1980,10.5,6,15,,,82,12.7,,,
5/3/1980,9.5,6,14,,,65,12.3,,,
5/4/1980,5.9,3,8,,,73,10.5,,,
5/5/1980,3.2,1,5,,,66,14.3,,,
5/6/1980,6.9,2,13,,,,4.6,,,
5/7/1980,9.8,5,14,,,231,9.8,,,
5/8/1980,11.2,7,18,,,,11.5,,,
5/9/1980,7.7,6,9,,,321,12.2,,,
5/10/1980,7.8,5,11,,,18,7.1,,,
5/11/1980,9.3,1,16,,,80,16.8,,,
5/12/1980,11.5,5,18,,,72,17.9,,,
5/13/1980,11,4,17,,,71,24,,,
5/14/1980,,,,,,,,,,
5/15/1980,,,,,,,,,,
5/16/1980,7.5,2,13,,,49,13.7,,,
5/17/1980,8.4,1,14,,,,8.2,,,
5/18/1980,8.9,7,11,,,,4.8,,,
5/19/1980,10,6,15,,,,6.2,,,
5/20/1980,11.2,4,17,,,,8.4,,,
5/21/1980,12.5,5,19,,,,6.8,,,
5/22/1980,12,7,17,,,12,9.7,,,
5/23/1980,10.2,4,16,,,,8.6,,,
5/24/1980,10.1,4,14,,,298,10.2,,,
5/25/1980,11.2,5,16,,,286,8.4,,,
5/26/1980,13.9,5,21,,,,5.1,,,
5/27/1980,15,8,21,,,206,7.6,,,
5/28/1980,,,,,,,,,,
5/29/1980,13.2,7,21,,,,12.4,,,
5/30/1980,11,8,14,,,258,13.8,,,
5/31/1980,10.8,8,15,,,,7.8,,,
6/1/1980,10.2,8,13,,,250,22.5,,,
6/2/1980,10.4,8,14,,,259,17.8,,,
6/3/1980,13.5,9,18,,,261,19.3,,,
6/4/1980,14.5,12,17,,,324,7.2,,,
6/5/1980,15.9,12,21,,,250,7.1,,,
6/6/1980,17,11,23,,,,7.8,,,
6/7/1980,15.2,12,21,,,241,14.2,,,
6/8/1980,15.1,12,20,,,,5.8,,,
6/9/1980,17,13,22,,,283,5,,,
6/10/1980,15.2,12,18,,,242,12.9,,,
6/11/1980,17.5,13,22,,,253,15.7,,,
6/12/1980,18.7,11,25,,,,6.9,,,
6/13/1980,20.6,12,27,,,85,11.6,,,
6/14/1980,24.7,13,34,,,,,,,
6/15/1980,,,,,,,,,,
6/16/1980,17,11,22,,,277,14.4,,,
6/17/1980,16.3,12,21,,,,8.9,,,
6/18/1980,13.3,11,17,,,251,14.8,,,
6/19/1980,15,11,20,,,241,14.1,,,
6/20/1980,13,11,16,,,229,15.1,,,
6/21/1980,12.2,10,15,,,174,8.5,,,
6/22/1980,13,9,18,,,,11.7,,,
6/23/1980,10.9,8,13,,,,,,,
6/24/1980,14.1,9,19,,,253,10,,,
6/25/1980,12.2,9,15,,,,16.1,,,
6/26/1980,12.1,7,17,,,237,8.1,,,
6/27/1980,10.8,9,12,,,256,18.5,,,
6/28/1980,,,,,,,,,,
6/29/1980,11.1,9,14,,,230,23.6,,,
6/30/1980,12.1,7,17,,,248,17.1,,,
7/1/1980,11.9,7,18,,,203,9.6,,,
7/2/1980,10.8,9,12,,,240,30.6,,,
7/3/1980,11.1,10,12,,,251,21.7,,,
7/4/1980,13.5,11,18,,,267,10.5,,,
7/5/1980,15.3,10,20,,,,9,,,
7/6/1980,15,10,19,,,216,10.4,,,
7/7/1980,16,11,20,,,221,8.8,,,
7/8/1980,15.3,12,21,,,,12.1,,,
7/9/1980,11.2,9,13,,,221,16.1,,,
7/10/1980,13.2,9,17,,,238,29.5,,,
7/11/1980,12.3,11,15,,,253,21.9,,,
7/12/1980,12.3,10,16,,,248,14.8,,,
7/13/1980,12.2,10,14,,,242,20,,,
7/14/1980,15.1,11,20,,,210,11.2,,,
7/15/1980,15.9,14,20,,,164,9.1,,,
7/16/1980,13.7,13,15,,,244,12.4,,,
7/17/1980,13.2,11,16,,,,7.8,,,
7/18/1980,14,8,19,,,,13.4,,,
7/19/1980,15.5,12,20,,,229,14.6,,,
7/20/1980,17.7,14,23,,,216,8.9,,,
7/21/1980,11.5,10,14,,,249,26.7,,,
7/22/1980,11.6,9,15,,,295,15.3,,,
7/23/1980,13.8,5,22,,,,7.1,,,
7/24/1980,18.2,10,25,,,267,10,,,
7/25/1980,19.1,11,26,,,88,9.1,,,
7/26/1980,19,11,26,,,,7.2,,,
7/27/1980,18.8,13,24,,,244,11.9,,,
7/28/1980,19.5,15,24,,,,6.5,,,
7/29/1980,19.5,13,25,,,,10.2,,,
7/30/1980,18.4,16,22,,,,12.5,,,
7/31/1980,18.3,15,22,,,,5.7,,,
8/1/1980,19,11,25,,,,8,,,
8/2/1980,21.5,12,30,,,,7.5,,,
8/3/1980,24.4,16,32,,,,6.5,,,
8/4/1980,,,,,,,,,,
8/5/1980,21.9,18,26,,,,7.9,,,
8/6/1980,20.8,17,25,,,281,13.3,,,
8/7/1980,19.3,11,26,,,,6.9,,,
8/8/1980,17.3,16,19,,,211,11.5,,,
8/9/1980,18.2,16,21,,,,11.7,,,
8/10/1980,18.8,15,24,,,,6.9,,,
8/11/1980,19,14,24,,,,5,,,
8/12/1980,15.8,13,18,,,238,16.7,,,
8/13/1980,12.9,10,16,,,264,13.3,,,
8/14/1980,14.6,8,21,,,120,10.9,,,
