date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
7/15/2014,19.3,12.9,25.4,0,0,279,6.8,22.3,1021,756
7/16/2014,20.4,12.5,27.6,0,0,325,4.7,22.3,1021.5,714
7/17/2014,21.1,14,27.9,0,0,292,6.1,26.6,1021.3,582
7/18/2014,21.1,12,29.3,0,0,31,3.6,23.4,1019.7,858
7/19/2014,22.4,11.2,31.3,0,0,61,7.6,32.8,1015,846
7/20/2014,22.6,13.9,31.5,0.2,0,341,8.3,42.5,1010.5,474
7/21/2014,17.6,15.9,20.2,58,0,261,16.6,38.9,1011.9,66
7/22/2014,18.2,15.7,21.4,3.1,0,276,6.5,20.5,1013,24
7/23/2014,19.1,12.4,26.3,0,0,58,7.2,33.5,1015.3,618
7/24/2014,17.9,9.7,24.9,2,0,62,6.8,37.1,1012.9,582
7/25/2014,19.3,10.1,26.7,0,0,230,5,18.4,1013.3,714
7/26/2014,19.8,11.4,27,4.5,0,55,8.6,62.3,1011.9,486
7/27/2014,18.8,14.7,23.7,2,0,247,13.3,32.8,1015.2,156
7/28/2014,19.8,14.3,26,0,0,5,7.6,27,1011.7,492
7/29/2014,19.1,13.6,23.4,13.9,0,280,6.5,58.7,1008.2,18
7/30/2014,18.7,17.4,21,11.6,0,261,13.3,31.3,1009.5,0
7/31/2014,18.6,12,22.8,0,0,344,9.4,32.8,1014.9,168
8/1/2014,18.4,10.7,24.8,0,0,73,7.9,33.5,1012.7,384
8/2/2014,19.4,13.5,27.7,9.4,0,93,7.2,55.1,1009.8,504
8/3/2014,19.6,13.8,25.8,0,0,261,8.3,35.3,1012.5,450
8/4/2014,20.4,15.9,26.1,5.2,0,292,9,49.3,1015.9,510
8/5/2014,17.5,13.9,22.3,0.6,0,244,12.2,37.8,1019.2,222
8/6/2014,17.9,11.8,24.4,0.4,0,107,5,18,1018.1,732
8/7/2014,18.2,12.6,24.4,0,0,246,6.8,31.3,1016.6,240
8/8/2014,19.8,11.3,26.2,0,0,124,6.8,29.2,1014.7,780
8/9/2014,19.6,13.2,25.6,0,0,223,12.2,43.2,1014.5,354
8/10/2014,21.1,12.1,28.7,5.3,0,81,9.4,55.4,1012,480
8/11/2014,17.1,14.5,18.6,13.3,0,240,10.1,37.1,1015.9,0
8/12/2014,16.9,13.2,20.9,0,0,201,11.9,33.5,1016.1,372
8/13/2014,14.9,13.6,17.2,8.7,0,107,13.3,58,1009.5,6
8/14/2014,14.7,10,18.9,0,0,242,14,42.5,1015.1,234
8/15/2014,14,10.5,19.5,0.6,0,240,14.8,51.8,1016.2,348
8/16/2014,13.7,11,17.5,1.2,0,252,16.9,49.3,1020.4,204
8/17/2014,15.4,8.2,22,0,0,243,14.4,38.9,1017.5,774
8/18/2014,16.3,8.6,22.1,0.6,0,247,13.3,50.8,1012.6,366
8/19/2014,15.8,10.3,21.4,0,0,275,7.6,38.2,1014,216
8/20/2014,14.5,11.8,17.3,0.2,0,273,4.7,18.4,1017.5,6
8/21/2014,14.1,7.1,19.8,0,0,287,7.6,25.9,1018.3,522
8/22/2014,13.9,6.2,21,0,0,278,6.1,31.3,1016.7,390
8/23/2014,14.8,8.6,19.9,1.3,0,251,10.8,59.8,1016.3,228
8/24/2014,13.1,7.1,17.8,0,0,265,14,42.5,1020.4,528
8/25/2014,13,5,19.4,6.8,0,217,6.5,27.7,1018.1,312
8/26/2014,16.3,11.7,21.1,2.5,0,218,20.5,53.6,1008.8,120
8/27/2014,14.5,6.9,17.9,11,0,253,12.2,37.8,1015.6,132
8/28/2014,14.1,6.2,22.1,0,0,70,4.3,19.1,1019.8,522
8/29/2014,16.8,9.1,21.7,1.2,0,308,4.7,27.7,1018.7,210
8/30/2014,18.2,13.8,22.9,0,0,267,7.2,31,1019.1,342
8/31/2014,13.4,11.2,16.1,17.9,0,282,9.4,31.3,1016.8,0
9/1/2014,13,11.5,15.5,0,0,295,13,32,1019.9,48
9/2/2014,14,11.1,17.7,1,0,272,8.3,22.3,1021.2,48
9/3/2014,14.8,11.4,18.2,0,0,78,10.1,31.3,1020.4,90
9/4/2014,17,11.4,22.6,0,0,73,11.5,33.5,1017.7,282
9/5/2014,16.3,11.4,21.3,0,0,27,4.3,16.2,1015.8,96
9/6/2014,18,11.9,25.3,0,0,76,4,16.6,1014,456
9/7/2014,17.8,10.9,25.4,0,0,118,4.7,20.5,1014.9,576
9/8/2014,18.3,10.3,26,2.2,0,182,4,16.6,1016.4,468
9/9/2014,17.8,11.1,23,0,0,320,5,16.6,1017.5,162
9/10/2014,14.7,8.8,20.2,0,0,299,6.1,22.3,1016.6,276
9/11/2014,13.3,8.5,18,7,0,319,7.2,31.3,1015.7,168
9/12/2014,11.5,9.7,13,4.1,0,247,18.4,42.5,1016.5,0
9/13/2014,13.3,11.2,15.1,0.9,0,258,7.9,22.3,1020.6,0
9/14/2014,15.4,14.1,17.2,0.3,0,325,6.1,24.1,1018.6,0
9/15/2014,14.7,9.3,19.3,0,0,81,7.9,26.6,1017.8,204
9/16/2014,14.4,9.4,18.7,0,0,50,4.7,19.8,1017.1,246
9/17/2014,14.8,8.7,22.5,0,0,67,6.8,22.3,1014.7,372
9/18/2014,16.2,8.2,24.1,0.1,0,65,5,18.4,1014,600
9/19/2014,17.5,9.4,25.6,5.2,0,88,4.7,47.5,1015.4,252
9/20/2014,16.9,12.1,22.3,1.3,0,240,8.6,33.5,1016.6,252
9/21/2014,15.1,11,21.5,8,0,247,13.3,51.8,1015.9,78
9/22/2014,10.8,7.4,13.7,1.9,0,277,17.6,66.6,1019.2,138
9/23/2014,9.2,2.2,14.6,0,0,289,10.8,29.2,1022.2,378
9/24/2014,9.9,-0.1,19,2.6,0,11,6.1,29.2,1016.2,402
9/25/2014,11.6,6.6,15.9,0.1,0,260,14,37.1,1021.3,72
9/26/2014,12.8,8.2,17.6,0.1,0,256,11.9,31.3,1026.2,174
9/27/2014,13.3,6.2,18.1,0,0,31,5.4,20.5,1029.3,174
9/28/2014,11.6,5.4,19.6,0,0,60,5,15.5,1028.1,240
9/29/2014,11.9,7.2,19.5,0,0,340,4,14.8,1027.4,312
9/30/2014,14.2,7.6,19,19.3,0,287,3.2,11.2,1027.1,6
10/1/2014,15,10.4,19.1,0.3,0,317,4,16.6,1027.3,54
10/2/2014,13.1,7.3,18.4,0,0,58,4.7,20.5,1029.5,252
10/3/2014,11.1,6.7,18.4,0,0,61,6.1,29.2,1026.9,366
10/4/2014,9.6,4.7,13.9,0,0,96,9,33.8,1021.2,258
10/5/2014,11.6,6.8,15.2,0,0,70,6.1,19.1,1018.3,24
10/6/2014,10,5.9,12.6,0,0,67,5,18.4,1015.5,0
10/7/2014,14.1,9.2,21.4,0,0,98,7.6,31.3,1012.3,300
10/8/2014,14.7,8.7,19.9,0,0,105,9,40,1013.9,216
10/9/2014,15,6.1,24.8,0,0,72,6.5,35.6,1012.4,636
10/10/2014,15,8.3,21,0,0,52,5.8,18.4,1016.6,282
10/11/2014,13.8,8.1,19.1,0.2,0,190,5.8,23.4,1016.1,12
10/12/2014,12.5,8.4,18.4,0,0,64,7.2,27.7,1015,294
10/13/2014,13.1,6.9,17.7,5.2,0,296,6.1,22.3,1011,24
10/14/2014,13.8,7.5,19.2,1.3,0,181,8.3,28.4,1011.9,480
10/15/2014,13.2,8.1,18.1,0.4,0,227,5.8,22.3,1010.5,90
10/16/2014,15.1,12.4,19.3,7.3,0,246,11.5,44.3,1011.4,90
10/17/2014,12.4,6.4,14.4,7.9,0,214,8.6,33.5,1017,0
10/18/2014,10,4.4,17.3,0,0,66,5.8,24.1,1025.5,378
10/19/2014,13.5,4.3,23.3,0,0,229,6.5,29.5,1023.4,576
10/20/2014,16.1,10.2,22.9,25.2,0,254,11.2,41.4,1019.5,204
10/21/2014,12.7,7.3,17.1,10.4,0,244,16.6,106.9,1012.5,126
10/22/2014,5.8,4.6,7.4,15.5,0,260,28.4,56.9,1015.9,0
10/23/2014,7.2,6.7,8.2,0,0,287,24.1,66.6,1022.6,0
10/24/2014,7.4,0.8,11.4,0,0,321,7.9,22.3,1024.4,318
10/25/2014,5.6,0.5,9,4.3,0,65,5,16.6,1024.6,66
10/26/2014,8.1,6.5,10.3,0,0,81,8.6,25.9,1029,0
10/27/2014,5.8,5,6.6,0,0,93,12.2,25.9,1029.3,0
10/28/2014,5.8,5.4,6.6,0,0,124,7.6,20.5,1023.9,0
10/29/2014,6.9,1.3,13.1,0,0,183,4.7,20.5,1021.3,210
10/30/2014,7.6,0.7,10.3,0,0,241,6.8,20.5,1027.2,0
10/31/2014,8.6,4.1,12.9,0,0,87,6.5,24.1,1028.9,78
11/1/2014,7.9,3.1,15,0,0,67,4.3,11.9,1026,384
11/2/2014,8.1,1,17.9,0,0,108,3.2,13,1020.9,510
11/3/2014,6.9,0,15.2,0,0,79,7.9,27.7,1012.4,552
11/4/2014,12.2,1.3,21.6,0,0,100,16.6,50.8,998.5,438
11/5/2014,8.5,5.7,13.3,4.8,0,274,11.5,25.9,1003.1,0
11/6/2014,4.5,2,5.9,5.5,0,241,10.8,33.8,1015.2,0
11/7/2014,5.8,3.1,7.9,0,0,153,5,16.6,1013.5,0
11/8/2014,7.1,1.7,12.3,0,0,85,7.9,31,1016.4,426
11/9/2014,6.8,6,8.2,0,0,100,9.4,24.1,1012.6,0
11/10/2014,6.9,6.2,7.8,0,0,54,6.5,20.5,1015,0
11/11/2014,6.3,3.4,9.2,0,0,73,9,24.1,1010.7,0
11/12/2014,7.5,2.9,12.3,0.1,0,321,7.6,25.9,1005.9,174
11/13/2014,8.3,7.2,9.7,0.1,0,316,6.8,20.5,1014,0
11/14/2014,7.5,6.6,8.3,0,0,97,9.7,31.3,1012.8,0
11/15/2014,7,5.6,8.3,0,0,87,9,22.3,1005.4,0
11/16/2014,6.8,-0.2,11.1,0,0,245,15.5,46.8,1005.4,192
11/17/2014,4,-1.7,7.6,7.8,0,63,6.8,29.2,1007.8,0
11/18/2014,6.2,4.8,7.1,18.1,0,261,17.6,41.4,1008,0
11/19/2014,6,2.7,7.1,0.1,0,261,13.7,38.2,1020.5,0
11/20/2014,4.4,0.7,7,0,0,65,5,18.4,1028,36
11/21/2014,4.2,-0.5,5.7,0,0,77,8.3,32.8,1025.6,0
11/22/2014,4.6,1.2,9,0.2,0,58,7.6,15.5,1024.8,192
11/23/2014,2.6,0.9,3.9,0,0,81,10.1,27,1026.5,0
11/24/2014,4.8,1.8,7.7,0,0,78,6.5,18.4,1025.9,72
11/25/2014,5.2,3.5,8.2,0,0,64,15.5,41.4,1025.4,60
11/26/2014,3.1,2.5,3.5,0,0,89,16.6,29.5,1019.7,0
11/27/2014,2.9,1.3,5.8,0,0,83,12.2,27.7,1013.8,132
11/28/2014,1,0.3,1.6,0,0,88,16.9,29.5,1015.1,0
11/29/2014,1,0.5,1.6,0,0,83,15.8,36.4,1017.8,0
11/30/2014,1.4,0.7,2.2,0,0,91,15.5,34.6,1015.3,0
12/1/2014,2.6,2,3.6,1.1,0,55,14.4,33.5,1008.8,0
12/2/2014,2.2,1.7,2.7,0.4,0,76,9,20.5,1012.2,0
12/3/2014,2,1.5,2.6,0,0,62,8.3,19.8,1017.8,0
12/4/2014,2.9,2.4,3.5,0,0,61,6.5,19.1,1016.8,0
12/5/2014,2.4,1.5,2.9,0,0,7,3.6,13,1020,0
12/6/2014,2.4,1.5,3.3,1.2,0,310,4,11.2,1022.8,0
12/7/2014,3.2,2.5,3.9,0.7,0,274,7.2,24.8,1023.4,0
12/8/2014,2.1,-1.5,3.6,0.2,0,262,10.8,34.6,1022.4,0
12/9/2014,-1.3,-4,-0.3,0,0,28,5,21.6,1029.6,0
12/10/2014,0.2,-2.4,3.1,0.7,0,193,12.2,31.3,1027.6,30
12/11/2014,5.1,2.1,7,0,0,242,29.5,74.2,1019.1,24
12/12/2014,6.7,-0.4,9.4,0,0,225,21.6,48.6,1014.2,288
12/13/2014,4.9,-0.6,10.7,0,0,207,6.8,24.1,1015.3,102
12/14/2014,7.7,2.2,12.9,0,0,212,6.1,22.3,1018.6,84
12/15/2014,7.4,4.6,9.7,0.2,0,198,5.8,18.4,1018.8,0
12/16/2014,6.1,4.7,8,1.6,0,289,6.1,24.1,1015.5,0
12/17/2014,4.4,2.2,6.1,7.2,0,234,16.9,46.8,1015.4,6
12/18/2014,8.6,5.7,11.5,1.4,0,242,26.3,58,1018.7,0
12/19/2014,10.7,7.7,13.4,9,0,252,33.1,70.2,1020,270
12/20/2014,5.2,1.9,8.1,3.5,0,260,24.8,68.4,1025.7,162
12/21/2014,3.7,1.2,6.2,0,0,253,22.7,59.8,1033.3,180
12/22/2014,5.9,2,9.8,0,0,250,27.4,52.9,1028,264
12/23/2014,5.3,-2.9,11.9,0,0,255,11.5,37.1,1025.7,402
12/24/2014,3.4,-4.6,8.3,0,0,244,18.7,47.5,1024.7,390
12/25/2014,4.6,1.6,8,1.2,0,259,23,59.8,1026.2,0
12/26/2014,0.1,-6.5,2.4,1.7,0,265,13.7,37.1,1029.6,102
12/27/2014,-1.5,-4.2,1.7,2.9,10,104,13,38.9,1009.5,0
12/28/2014,-4.5,-15.6,0.4,0.2,50,23,10.8,32.8,1017.1,0
12/29/2014,-7.5,-16.1,-3.3,0.2,70,265,18.4,53.6,1034,0
12/30/2014,-2.9,-5.3,-0.5,3.4,90,266,12.2,27.7,1036.1,0
12/31/2014,-0.5,-2.5,0.1,0,200,253,10.4,25.9,1037,0
1/1/2015,-4.3,-10,1,0,140,226,5.8,18.4,1040,228
1/2/2015,-2,-11.8,3.9,5.6,100,231,14.8,56.2,1035.3,144
1/3/2015,1.4,0.2,4.2,26.4,10,234,10.8,42.5,1028.1,6
1/4/2015,1.5,0.7,2.3,0,10,272,22.3,42.1,1031.9,0
1/5/2015,1.1,-2.4,4,0,0,258,14.8,32.8,1034.9,96
1/6/2015,-0.5,-4.7,3.5,0,0,70,5.4,16.6,1028.9,312
1/7/2015,-0.3,-5.7,2.4,1.1,10,236,6.1,24.1,1032.3,0
1/8/2015,4.6,-0.5,9,0.5,0,229,21.6,82.1,1030.9,0
1/9/2015,7.3,4.2,9.8,3.5,0,252,38.5,87.1,1027.2,0
1/10/2015,13.1,9.6,15.8,4.3,0,253,53.6,89.6,1016.8,276
1/11/2015,3.3,0.3,11.6,5.1,0,273,28.1,68,1021.9,30
1/12/2015,3.5,-2.9,5.1,0,0,253,26.3,69.1,1026.9,24
1/13/2015,4.4,-4.6,14.2,0,0,211,8.3,35.3,1019.8,486
1/14/2015,5.5,-1.2,9.4,1.1,0,237,22.7,105.1,1018.3,6
1/15/2015,2.2,-2.7,7.5,0,0,121,5.4,24.1,1016.1,102
1/16/2015,1,-4.1,5,0.9,0,49,6.5,20.5,1010.5,96
1/17/2015,1.2,-0.1,3.3,6.6,0,257,9.7,29.5,1016.6,0
1/18/2015,1.2,0.1,2.4,0,0,146,6.8,25.9,1019.4,6
1/19/2015,0.6,-3.3,3.5,0,0,113,6.5,24.1,1014.8,246
1/20/2015,-0.3,-2.8,1.5,0,0,354,3.2,11.2,1013.4,0
1/21/2015,0.2,-0.5,0.6,0,0,78,15.1,38.2,1013.6,0
1/22/2015,0.4,-0.1,1.6,0.1,0,20,10.1,24.1,1014.4,0
1/23/2015,0.2,-0.4,1.4,0.1,0,275,11.9,25.9,1022.6,0
1/24/2015,0,-0.8,0.9,0.8,0,281,9.4,22.3,1023.7,0
1/25/2015,0.1,-1,1.1,1.1,20,275,13,31.3,1029.3,0
1/26/2015,-0.3,-2.8,1.8,2.7,50,235,15.8,33.5,1026.9,174
1/27/2015,0.8,0,2.2,1,50,266,18,38.9,1022.2,48
1/28/2015,0.4,-2.1,2.3,2.1,30,233,15.1,45,1017.5,192
1/29/2015,1.6,-0.4,3.8,2.3,10,220,18,52.9,996.2,270
1/30/2015,0.1,-2.7,2.4,0.6,20,242,19.8,70.9,980.9,0
1/31/2015,-0.1,-3.4,2.9,0,20,238,13.7,42.1,987.3,342
2/1/2015,-0.2,-4.3,2.7,1.5,20,230,14.8,46.8,994.7,258
2/2/2015,-0.4,-4.9,1.5,0.2,50,255,18.7,34.6,1002.5,48
2/3/2015,-6.9,-13.3,-0.9,0,50,10,4.7,14.8,1007.7,462
2/4/2015,-9.3,-13.4,-4.1,0,50,165,2.9,9.4,1014.6,168
2/5/2015,-3.3,-9.2,-0.6,0,50,53,14,43.9,1017.3,0
2/6/2015,-3.7,-6.6,-1.2,0,50,61,19.1,44.3,1022.3,246
2/7/2015,-5.5,-9.2,-2.1,0.1,50,54,11.9,29.2,1029.5,402
2/8/2015,-2.3,-6.9,0.3,1.2,50,279,21.6,48.2,1026.7,54
2/9/2015,-1.5,-4.6,0.9,0.1,60,255,31.3,65.9,1031,0
2/10/2015,0.4,-5.4,4.6,0,40,291,9.7,25.9,1032.2,132
2/11/2015,-1.2,-5.1,0.4,0,10,93,7.6,20.5,1030,0
2/12/2015,-1.5,-2.6,-0.7,0,10,113,9,25.9,1027.4,0
2/13/2015,-3,-4.2,-1.5,0,10,102,9,20.5,1023.8,0
2/14/2015,-2.7,-3.9,-1.6,0,10,80,9.4,22.3,1016.6,0
2/15/2015,-2.2,-5.7,0.7,0,10,88,10.1,25.9,1015.9,12
2/16/2015,-1.4,-3.1,-0.3,0,10,68,3.6,16.6,1022.5,0
2/17/2015,-1.9,-3.1,-0.9,0,0,286,7.2,18.4,1033.5,0
2/18/2015,-1.5,-2.7,-0.8,0,0,67,8.3,24.1,1042.2,0
2/19/2015,-2.4,-5.7,0.8,0,0,130,6.8,18,1035,222
2/20/2015,-1.4,-8.9,8.9,0,0,58,5,21.6,1021.6,600
2/21/2015,0.6,-7.2,7.2,0.5,0,6,7.2,24.1,1005,132
2/22/2015,1.3,-3.4,4.2,1.4,0,276,9.4,20.5,1010.8,0
2/23/2015,1.1,-5.4,5.3,3.6,0,214,10.4,40.7,1006.6,90
2/24/2015,2.8,-0.5,5.7,0.5,0,246,10.8,32,1011.7,18
2/25/2015,1.7,-3.4,6.1,0,0,255,7.9,22.7,1021.8,78
2/26/2015,0.8,-5.3,6.9,0,0,112,5,22.3,1022.7,528
2/27/2015,0.6,-6,8.4,1.5,0,1,7.9,31.3,1015.8,486
2/28/2015,1.3,-3,3.9,0,0,275,8.6,22.3,1022.4,12
3/1/2015,3.3,-4.1,8.6,4,0,216,13,48.6,1013.6,0
3/2/2015,5.7,1.9,9.2,4.8,0,248,26.6,70.9,1010.9,24
3/3/2015,4,0.2,8.4,1.6,0,241,21.6,46.4,1024,522
3/4/2015,3.3,-0.4,6.1,0.1,0,261,16.6,68,1027.6,246
3/5/2015,2.1,-2.1,5.2,0.2,0,291,13.3,35.3,1035.5,60
3/6/2015,2.6,-1.7,6.9,0,0,270,7.9,24.1,1038.9,108
3/7/2015,2.9,-4.2,9.4,0,0,119,7.2,31,1036,624
3/8/2015,3.7,-4.3,12.6,0,0,65,8.3,33.5,1029.4,600
3/9/2015,3.7,-3.5,12.9,0,0,64,5.4,25.2,1027.7,564
3/10/2015,5.6,-4.3,14.4,0.3,0,241,6.1,22.3,1027.7,570
3/11/2015,5,-2.6,8.4,0.2,0,317,12.2,37.1,1028.7,294
3/12/2015,3.3,-2.1,8.7,0,0,337,6.8,24.1,1030.4,96
3/13/2015,1.6,-2.9,4.8,0,0,60,10.4,27.7,1025.1,0
3/14/2015,1.7,-4.8,5.8,0,0,45,6.8,22.7,1025.1,0
3/15/2015,4.3,-1,10.9,0,0,68,14.4,40,1024.7,318
3/16/2015,7,1,13.6,0,0,71,15.8,33.8,1024.3,156
3/17/2015,9.9,3.5,17.8,0,0,76,15.8,50.8,1024.8,462
3/18/2015,6.3,-1,15,0,0,40,5.4,20.9,1025.4,660
3/19/2015,5,-3.5,13.8,0,0,54,6.5,27.7,1026.2,666
3/20/2015,3.6,-4.9,13.3,0,0,86,4,26.6,1024.7,630
3/21/2015,5.1,-5.5,15,3.7,0,252,9.7,38.2,1017.5,450
3/22/2015,4.6,3,6,0,0,41,14.4,35.6,1021.4,0
3/23/2015,4.3,-1.9,6.9,0,0,86,7.6,20.9,1018.6,0
3/24/2015,6.1,-3.7,14.7,0,0,68,5,20.5,1011,588
3/25/2015,8.7,-0.7,15.4,0,0,58,10.1,33.8,1004.6,396
3/26/2015,6.3,5.1,7.7,0.7,0,265,15.1,35.3,1010.1,0
3/27/2015,6.2,4.1,9.8,0.6,0,267,17.6,45,1019.4,102
3/28/2015,7,2.3,12.1,1,0,261,14.4,50,1022.4,450
3/29/2015,10,6.8,13.4,8.1,0,,39.2,85.7,1010.2,12
3/30/2015,7,3.7,9.9,4.2,0,267,30.6,85.7,1007.4,120
3/31/2015,9,2.5,15.2,7.8,0,253,42.5,113,1006.7,66
4/1/2015,3.5,0.3,7.4,2.1,0,269,32.4,76.7,1019.2,390
4/2/2015,3.6,0.6,6.5,4.5,0,260,35.3,81.4,1017.5,126
4/3/2015,4.5,-1.9,9.8,0.6,0,264,10.1,34.6,1022,582
4/4/2015,3.8,2.6,6.3,4,0,76,9.7,31.3,1015.8,0
4/5/2015,2.7,-1.2,7.4,0,0,19,11.5,35.6,1022.4,534
4/6/2015,1.4,-3.4,6.4,0.3,0,301,10.4,44.3,1028.8,144
4/7/2015,2.6,-5,8.7,0,0,262,7.9,27.7,1037,678
4/8/2015,6.4,-1,13.5,0,0,266,11.2,31,1033.8,624
4/9/2015,8.7,-0.6,17.4,0,0,70,8.3,31.3,1029.1,732
4/10/2015,11.1,0.7,21.1,0,0,247,5,24.1,1023.9,654
4/11/2015,12.1,2.3,18.7,0,0,247,18,51.8,1024.4,252
4/12/2015,12.2,3.1,18.4,0,0,252,7.6,25.2,1030.3,360
4/13/2015,11.3,2.6,19,0,0,269,16.6,56.9,1029.8,492
4/14/2015,12.2,4.9,18.8,0,0,265,13,42.1,1029.2,462
4/15/2015,13.7,1.8,23.2,0,0,240,9.7,27.7,1021.3,750
4/16/2015,14.6,2.8,21.9,1.1,0,250,12.2,35.3,1015,450
4/17/2015,11.4,6,17.5,23.7,0,258,13.7,46.4,1014.4,54
4/18/2015,6.2,0.3,10.3,0,0,5,8.3,27.7,1024.2,510
4/19/2015,6.4,-1.4,13.3,0,0,61,11.5,38.9,1022.9,798
4/20/2015,8.6,-2,16.7,0,0,352,5.4,24.1,1025.4,786
4/21/2015,11.5,0.5,19.6,0,0,262,9.7,31.3,1028.3,792
4/22/2015,11.6,3,19.7,0,0,273,13.7,50.8,1023.7,708
4/23/2015,6.7,-1.1,12.1,0,0,311,7.2,24.1,1020.5,450
4/24/2015,8.8,-1.9,17.9,0,0,36,5,22.3,1017.5,774
4/25/2015,12.1,0.6,19.7,3.1,0,330,6.5,31.3,1013.4,330
4/26/2015,14.9,10,20.2,0,0,236,9.7,37.1,1009.7,450
4/27/2015,15.5,5,22.8,15.2,0,43,7.2,35.6,1001.3,660
4/28/2015,8.6,3.6,12.7,5.6,0,291,18,51.1,1014.1,18
4/29/2015,7.8,-0.9,13.5,0.5,0,103,11.2,42.5,1020.7,726
4/30/2015,10.3,5.6,15.1,7.1,0,204,11.5,40.7,1017.2,270
5/1/2015,8.7,7.7,9.7,26.6,0,70,9.7,24.1,1009.6,0
5/2/2015,10.8,7.9,14.3,5.5,0,293,6.5,18.4,1012.4,36
5/3/2015,13.8,10.4,16.6,7.4,0,176,11.9,32.8,1010.3,0
5/4/2015,17.2,14.3,20.9,0,0,209,8.6,24.1,1011.9,90
5/5/2015,18.7,12,25.7,10.8,0,18,9.4,33.8,1008.6,234
5/6/2015,12.4,8,14.4,14.6,0,245,10.1,32,1017.6,210
5/7/2015,13,7,18.2,0,0,286,8.6,29.5,1020.7,600
5/8/2015,14.8,6.9,22.3,0.1,0,27,7.2,27.7,1016.4,654
5/9/2015,14,9.5,18.1,3.8,0,246,14.8,74.5,1021.6,42
5/10/2015,14.1,7,19.6,0,0,279,12.2,43.9,1027.6,672
5/11/2015,14.3,5,21.8,0,0,64,7.9,35.3,1026.4,726
5/12/2015,18.7,7.3,27,0,0,62,8.6,31,1020.4,684
5/13/2015,17.6,13.3,21.4,13.8,,17,8.3,56.2,1017.4,354
5/14/2015,15.2,11.4,18.8,0.1,,261,10.8,31,1011.9,234
5/15/2015,12.6,7.2,15.8,0.4,,31,6.1,29.2,1013.6,0
5/16/2015,14.2,5.7,20,1,,260,10.8,35.6,1022.9,672
5/17/2015,13.9,10.8,18,0.4,,294,7.2,20.9,1024.8,252
5/18/2015,16.4,7.2,23.6,2.5,,78,6.1,22.3,1013.2,828
5/19/2015,13.9,10.1,18.7,21.5,,214,13,35.3,1010.9,36
5/20/2015,7.9,6.7,10.1,18.9,,211,9.7,27.7,1017.2,0
5/21/2015,9.2,6.9,12.3,2,,300,6.8,22.3,1024.3,0
5/22/2015,11,5.6,15.5,0,,349,8.3,27.7,1025.2,258
5/23/2015,11.2,7.1,16.6,7.9,,252,8.3,34.6,1019.9,0
5/24/2015,11.6,8.5,15.5,0.3,,167,6.1,20.5,1020,18
5/25/2015,13.3,10,19,3.2,,210,6.1,43.9,1015.7,210
5/26/2015,12.1,9.3,15.8,0.1,,303,11.9,35.3,1017.5,66
5/27/2015,9.7,3.9,13.6,0,,296,9.7,31.3,1023.9,108
5/28/2015,12.7,3,20.4,0,0,264,7.2,35.6,1018.8,744
5/29/2015,16.4,7.1,23.6,0.7,0,232,6.8,33.5,1013.3,588
5/30/2015,15,10.9,19.1,0,0,286,13.7,51.1,1016.4,528
5/31/2015,16.3,9.4,21.5,0,0,137,6.1,31,1017.6,396
6/1/2015,18.8,11.7,25.5,1.3,0,249,10.1,34.6,1017.1,510
6/2/2015,19.7,13.9,25.5,0,0,221,10.4,36.4,1019.1,750
6/3/2015,21.4,12.4,27.8,0,0,259,10.8,37.8,1021.9,852
6/4/2015,20.7,11.8,26.5,0,0,13,7.2,28.4,1024.6,900
6/5/2015,21.2,12.2,27.9,0,0,62,8.6,27,1021.7,900
6/6/2015,22.4,12.5,30.4,14.6,0,324,7.9,65.9,1022,690
6/7/2015,21.3,15.5,26.9,13.2,0,337,10.1,25.9,1024.1,678
6/8/2015,16.5,12.6,19.9,4,0,352,10.4,30.2,1021.7,60
6/9/2015,12.5,11.6,13.6,0,0,341,10.1,22.3,1023.4,0
6/10/2015,15,11.5,18.6,0.1,0,45,10.8,30.2,1023.1,12
6/11/2015,18.3,14.4,22.9,0,0,47,6.8,22.3,1018.8,180
6/12/2015,21.2,12,29.1,0,0,50,4.7,16.6,1012.4,804
6/13/2015,20.5,14.1,25.7,5.5,0,281,8.6,42.5,1011.3,378
6/14/2015,19.9,15.2,25.2,23.9,0,351,6.8,49.3,1009.7,486
6/15/2015,15.8,14.2,17.2,8.3,0,296,11.2,42.1,1015.1,0
6/16/2015,15.2,11.7,19.2,0,0,51,6.8,21.6,1019.9,276
6/17/2015,14.7,10.5,19.9,0,0,4,8.6,27.7,1022.3,570
6/18/2015,14.2,10.1,17.6,11.2,0,249,16.2,45.7,1018,0
6/19/2015,13.4,11.3,15.9,0.2,0,277,12.6,37.8,1018,126
6/20/2015,12,9.3,15.9,0.7,0,289,11.5,38.9,1020,150
6/21/2015,13.5,9.5,17.7,0.6,0,249,13.7,35.3,1019.7,90
6/22/2015,15.1,11.7,21.6,9,0,240,16.9,55.4,1013.7,258
6/23/2015,13.2,10.1,17.5,0.2,0,273,21.2,46.4,1014.5,606
6/24/2015,13.9,7.7,19.3,0,0,290,7.2,22.3,1023.1,444
6/25/2015,14.7,5.6,21.7,0,0,20,3.6,14.8,1024.4,684
6/26/2015,17.9,7.5,25.1,0,0,253,4.3,22.3,1021.9,684
6/27/2015,18.3,14,22.5,2,0,233,8.6,40,1018.7,156
6/28/2015,17.9,12.5,22.7,0,0,304,7.9,24.1,1022,600
